EPOCH	TIMESTAMP	BAD_EPOCHS	LEARNING_RATE	TRAIN_LOSS	DEV_LOSS	DEV_ACCURACY
1	16:56:29	0	0.0100	6.528420243082167	5.816071510314941		0.0492
