EPOCH	TIMESTAMP	BAD_EPOCHS	LEARNING_RATE	TRAIN_LOSS	DEV_LOSS	DEV_ACCURACY
1	22:21:02	0	1.0000	5.923841271219374	5.242012023925781		0.0638
