EPOCH	TIMESTAMP	BAD_EPOCHS	LEARNING_RATE	TRAIN_LOSS	DEV_LOSS	DEV_ACCURACY
1	02:06:06	0	1.0000	5.961310302154927	3.6430118083953857		0.2552
