EPOCH	TIMESTAMP	BAD_EPOCHS	LEARNING_RATE	TRAIN_LOSS	DEV_LOSS	DEV_ACCURACY
1	20:40:57	0	0.2000	5.701781788958779	4.599368095397949		0.1427
