EPOCH	TIMESTAMP	BAD_EPOCHS	LEARNING_RATE	TRAIN_LOSS	DEV_LOSS	DEV_ACCURACY
1	17:00:22	0	0.0100	7.334877478925487	7.298698425292969		0.006
