EPOCH	TIMESTAMP	BAD_EPOCHS	LEARNING_RATE	TRAIN_LOSS	DEV_LOSS	DEV_ACCURACY
1	17:16:50	0	0.7500	2.9364064332782007	1.7999074459075928		0.5307
