EPOCH	TIMESTAMP	BAD_EPOCHS	LEARNING_RATE	TRAIN_LOSS	DEV_LOSS	DEV_ACCURACY
1	01:51:22	0	0.1000	6.702889025211334	6.333671569824219		0.0668
