EPOCH	TIMESTAMP	BAD_EPOCHS	LEARNING_RATE	TRAIN_LOSS	DEV_LOSS	DEV_ACCURACY
1	09:13:43	0	0.1000	6.671038663839992	5.681963920593262		0.0638
2	09:14:29	0	0.1000	5.269463345974306	4.837047100067139		0.1049
3	09:15:10	0	0.1000	4.724903764604013	4.526813507080078		0.1315
4	09:15:56	0	0.1000	4.497339508201502	4.365334987640381		0.1474
5	09:16:37	0	0.1000	4.364796659614466	4.246129512786865		0.1515
6	09:17:19	0	0.1000	4.238319541834578	4.182557106018066		0.1658
7	09:17:59	0	0.1000	4.132692427574834	4.004659175872803		0.187
8	09:18:40	1	0.1000	3.9962168162382103	3.8836770057678223		0.1864
9	09:19:12	0	0.1000	3.86780306960963	3.7735607624053955		0.1964
10	09:19:53	0	0.1000	3.744052745118926	3.638578414916992		0.2347
11	09:20:34	0	0.1000	3.6084890607037123	3.5247433185577393		0.2578
12	09:21:15	0	0.1000	3.499756040452402	3.4163150787353516		0.2739
13	09:21:56	0	0.1000	3.386331371114224	3.326078176498413		0.2873
14	09:22:37	1	0.1000	3.2798943519592285	3.2344820499420166		0.2863
15	09:23:10	0	0.1000	3.196708636947825	3.1310665607452393		0.3048
16	09:23:50	0	0.1000	3.106377502030964	3.080615520477295		0.3086
17	09:24:31	0	0.1000	3.0374122118648095	2.983079195022583		0.3273
18	09:25:11	0	0.1000	2.9731231460088416	2.9491660594940186		0.3395
19	09:25:52	0	0.1000	2.9057935189597215	2.850450038909912		0.3499
20	09:26:34	1	0.1000	2.8475080894518503	2.83620285987854		0.3498
21	09:27:03	0	0.1000	2.7812142492849614	2.7516536712646484		0.3649
22	09:27:46	0	0.1000	2.7173269519323036	2.7020275592803955		0.3708
23	09:28:28	0	0.1000	2.67724736430977	2.6423020362854004		0.384
24	09:29:08	0	0.1000	2.6205925518953346	2.5884952545166016		0.3945
25	09:29:48	1	0.1000	2.581793404832671	2.632612705230713		0.3671
26	09:30:20	0	0.1000	2.5311678979970234	2.5275847911834717		0.4032
27	09:31:01	0	0.1000	2.500293665294406	2.4616165161132812		0.4188
28	09:31:42	1	0.1000	2.4448090112662015	2.5200419425964355		0.3803
29	09:32:15	2	0.1000	2.408335454856293	2.4362285137176514		0.4171
30	09:32:45	0	0.1000	2.377527150926711	2.4141314029693604		0.4201
31	09:33:24	0	0.1000	2.33710888367665	2.3532042503356934		0.4378
32	09:34:04	0	0.1000	2.302865998654426	2.356071949005127		0.4423
33	09:34:46	0	0.1000	2.2704808153683627	2.294706344604492		0.4479
34	09:35:27	1	0.1000	2.236490397513667	2.2977540493011475		0.44
35	09:35:59	0	0.1000	2.191572922694532	2.2236411571502686		0.4592
36	09:36:40	0	0.1000	2.1660623444786555	2.185962677001953		0.4729
37	09:37:30	0	0.1000	2.1407569375219224	2.1628971099853516		0.48
38	09:38:12	1	0.1000	2.1054168637794786	2.1364593505859375		0.4753
39	09:38:44	2	0.1000	2.0806755597078346	2.1414477825164795		0.4751
40	09:39:16	0	0.1000	2.050137949895255	2.0933752059936523		0.493
41	09:39:58	1	0.1000	2.018878437295745	2.1008291244506836		0.4889
42	09:40:30	0	0.1000	1.9964629456966738	2.048224925994873		0.4985
43	09:41:09	1	0.1000	1.9697609430626979	2.0514092445373535		0.4935
44	09:41:41	0	0.1000	1.9560316604903982	2.0132360458374023		0.5103
45	09:42:26	1	0.1000	1.9313535977013503	2.0188064575195312		0.5035
46	09:42:55	2	0.1000	1.8949952910218058	1.997971534729004		0.5099
47	09:43:24	0	0.1000	1.8915488901017588	1.99656081199646		0.5216
48	09:44:05	0	0.1000	1.8666478259653985	1.9456586837768555		0.5237
49	09:44:46	0	0.1000	1.8392331494560725	1.9255861043930054		0.5348
50	09:45:28	1	0.1000	1.8242708640762522	1.9442908763885498		0.5303
51	09:46:00	2	0.1000	1.8109596303746671	1.905635952949524		0.5291
52	09:46:31	0	0.1000	1.79448941085912	1.8742785453796387		0.5418
53	09:47:13	0	0.1000	1.7674328601813014	1.8598463535308838		0.5464
54	09:47:54	0	0.1000	1.7404204727728156	1.8796409368515015		0.5501
55	09:48:34	0	0.1000	1.734837216666982	1.849600076675415		0.551
56	09:49:16	1	0.1000	1.7148483931263792	1.8640326261520386		0.5356
57	09:49:48	0	0.1000	1.7099800743634188	1.8418161869049072		0.553
58	09:50:29	0	0.1000	1.6878521321695061	1.7937878370285034		0.5616
59	09:51:08	0	0.1000	1.681388968153845	1.788246512413025		0.5664
60	09:51:49	1	0.1000	1.6535480942907212	1.789689540863037		0.5552
61	09:52:21	0	0.1000	1.6366199873670746	1.7609961032867432		0.568
62	09:52:59	1	0.1000	1.6320844707609732	1.773971438407898		0.5629
63	09:53:29	0	0.1000	1.6224688834781889	1.7417378425598145		0.5773
64	09:54:10	1	0.1000	1.605133575729177	1.749935269355774		0.5667
65	09:54:42	2	0.1000	1.6084011657328545	1.7443101406097412		0.573
66	09:55:14	3	0.1000	1.576256877259363	1.7376207113265991		0.5684
67	09:55:46	0	0.1000	1.5744602302961712	1.7219891548156738		0.5815
68	09:56:27	1	0.1000	1.5619964599609375	1.7392131090164185		0.5637
69	09:56:59	2	0.1000	1.5510080539727513	1.7050669193267822		0.5798
70	09:57:31	3	0.1000	1.538620429702952	1.747442603111267		0.569
71	09:58:03	0	0.1000	1.53165748904023	1.7030348777770996		0.5829
72	09:58:44	0	0.1000	1.5219840007492258	1.7012498378753662		0.5836
73	09:59:25	0	0.1000	1.512570338913157	1.6835750341415405		0.587
74	10:00:02	0	0.1000	1.4966282829453674	1.6584975719451904		0.5929
75	10:00:44	1	0.1000	1.48140401628953	1.6678805351257324		0.5902
76	10:01:12	0	0.1000	1.4785736753970762	1.6504300832748413		0.5953
77	10:01:54	1	0.1000	1.4681750369977347	1.6459591388702393		0.5946
78	10:02:26	0	0.1000	1.4505107070826277	1.636886715888977		0.6
79	10:03:07	1	0.1000	1.443804707708238	1.666785717010498		0.584
80	10:03:39	2	0.1000	1.4392776210096818	1.6476356983184814		0.5933
81	10:04:11	3	0.1000	1.4254929159261003	1.652480959892273		0.5905
82	10:04:43	4	0.1000	1.4190676785722565	1.6937503814697266		0.5775
83	10:05:15	0	0.0500	1.4046263408057298	1.5983521938323975		0.6074
84	10:05:57	1	0.0500	1.3943558765363089	1.6033153533935547		0.6064
85	10:06:26	2	0.0500	1.3900026611134977	1.5978337526321411		0.6073
86	10:06:55	3	0.0500	1.3804103739653961	1.600304126739502		0.6063
87	10:07:24	0	0.0500	1.37749820117709	1.5954148769378662		0.6078
88	10:08:05	0	0.0500	1.373714133153988	1.5906050205230713		0.6096
89	10:08:46	1	0.0500	1.3665945711015146	1.5876604318618774		0.6093
90	10:09:15	0	0.0500	1.3591519805449475	1.584879755973816		0.6096
91	10:09:59	0	0.0500	1.3610258072237424	1.588021993637085		0.6098
92	10:10:39	0	0.0500	1.3473200209533112	1.5752465724945068		0.6124
93	10:11:21	1	0.0500	1.3513528025602992	1.590758204460144		0.6038
94	10:11:50	2	0.0500	1.3545357758485819	1.5874372720718384		0.6088
95	10:12:20	3	0.0500	1.3393435493300232	1.5782841444015503		0.6097
96	10:12:48	0	0.0500	1.3357462535930584	1.5754197835922241		0.6133
97	10:13:29	1	0.0500	1.3300685512868664	1.5686248540878296		0.6124
98	10:14:00	2	0.0500	1.3400598847413365	1.5758421421051025		0.6111
99	10:14:33	3	0.0500	1.3296332872366603	1.5704002380371094		0.6091
100	10:15:05	0	0.0500	1.3238303276556957	1.564141035079956		0.6153
101	10:15:46	1	0.0500	1.3233685101134867	1.5637850761413574		0.6129
102	10:16:18	0	0.0500	1.312645915942856	1.5598472356796265		0.6156
103	10:17:08	1	0.0500	1.3089099760296978	1.5608155727386475		0.613
104	10:17:40	2	0.0500	1.3110065324397027	1.5645301342010498		0.6141
105	10:18:12	3	0.0500	1.3171933723401419	1.5573458671569824		0.6147
106	10:18:44	0	0.0500	1.2957929727397388	1.555996060371399		0.617
107	10:19:23	0	0.0500	1.2875242429443552	1.5447112321853638		0.6186
108	10:20:00	0	0.0500	1.2971050196056124	1.5455800294876099		0.6189
109	10:20:41	1	0.0500	1.291090099871913	1.543694257736206		0.6184
110	10:21:13	0	0.0500	1.2902450335176685	1.545064926147461		0.6193
111	10:21:54	0	0.0500	1.2810051199756092	1.5401134490966797		0.62
112	10:22:35	1	0.0500	1.2828406880173502	1.5428706407546997		0.6167
113	10:23:04	0	0.0500	1.2816322717485549	1.538049340248108		0.6204
114	10:23:44	1	0.0500	1.2761877065972438	1.560703158378601		0.6131
115	10:24:16	2	0.0500	1.2616354491137252	1.5351333618164062		0.6203
116	10:24:48	0	0.0500	1.2645688713351382	1.5353586673736572		0.6211
117	10:25:29	0	0.0500	1.2533129385755033	1.5302708148956299		0.6232
118	10:26:11	1	0.0500	1.2593456016311162	1.528035044670105		0.6215
