EPOCH	TIMESTAMP	BAD_EPOCHS	LEARNING_RATE	TRAIN_LOSS	DEV_LOSS	DEV_ACCURACY
1	03:30:26	0	0.4000	6.408392731147476	5.9042792320251465		0.0492
