EPOCH	TIMESTAMP	BAD_EPOCHS	LEARNING_RATE	TRAIN_LOSS	DEV_LOSS	DEV_ACCURACY
1	18:33:25	0	0.7500	2.9359345533409895	1.8265961408615112		0.5257
2	18:33:48	0	0.7500	1.7695432046846467	1.4184590578079224		0.6058
