EPOCH	TIMESTAMP	BAD_EPOCHS	LEARNING_RATE	TRAIN_LOSS	DEV_LOSS	DEV_ACCURACY
1	02:22:39	0	1.0000	6.085100415386731	3.8878071308135986		0.2356
