EPOCH	TIMESTAMP	BAD_EPOCHS	LEARNING_RATE	TRAIN_LOSS	DEV_LOSS	DEV_ACCURACY
1	20:27:34	0	0.1000	3.807939409450361	3.322049379348755		0.2084
2	20:27:55	0	0.1000	2.8813906543573755	2.8597066402435303		0.2838
3	20:28:16	0	0.1000	2.49314731777094	2.464075803756714		0.3699
4	20:28:36	0	0.1000	2.2110772512520955	2.225285530090332		0.4128
5	20:29:02	0	0.1000	1.9748798198760695	2.134603261947632		0.4365
6	20:29:23	0	0.1000	1.8198271663325607	1.9953607320785522		0.4381
7	20:29:49	0	0.1000	1.6656777828362337	1.8675572872161865		0.4805
8	20:30:14	0	0.1000	1.5656144284898308	1.7523747682571411		0.4969
9	20:30:35	0	0.1000	1.4502745787049556	1.6603425741195679		0.515
10	20:30:59	0	0.1000	1.3532638599158853	1.6498994827270508		0.524
11	20:31:27	0	0.1000	1.2710886111684665	1.546844720840454		0.5467
12	20:31:56	1	0.1000	1.1965219169665293	1.6313210725784302		0.5303
13	20:32:09	0	0.1000	1.1150119543834855	1.613455891609192		0.5505
14	20:32:34	0	0.1000	1.0650170107555996	1.5050551891326904		0.5674
15	20:32:52	0	0.1000	1.0018055401030619	1.4831517934799194		0.5767
16	20:33:20	0	0.1000	0.9530968449677631	1.46281898021698		0.5818
17	20:33:46	1	0.1000	0.8974037356437392	2.0797688961029053		0.5244
18	20:34:01	0	0.1000	0.8473322013760828	1.442595362663269		0.5868
19	20:34:21	0	0.1000	0.8139409208373659	1.4606202840805054		0.5884
20	20:34:43	1	0.1000	0.7635559044825803	1.541224479675293		0.588
21	20:34:57	2	0.1000	0.7217790277520563	1.4979459047317505		0.5849
22	20:35:11	0	0.1000	0.6828566804812972	1.4425859451293945		0.6066
23	20:35:40	1	0.1000	0.6519104075279964	1.4733799695968628		0.5976
24	20:35:53	0	0.1000	0.6231088418110161	1.4601223468780518		0.6111
25	20:36:18	1	0.1000	0.5852145833574283	1.5687141418457031		0.6001
26	20:36:31	2	0.1000	0.5621640042514559	1.4867485761642456		0.6107
27	20:36:44	3	0.1000	0.5413510638057806	1.6210702657699585		0.5965
28	20:36:57	0	0.1000	0.5148687823942513	1.5421106815338135		0.612
29	20:37:25	0	0.1000	0.4881042855180753	1.5077680349349976		0.6134
30	20:37:44	1	0.1000	0.46092770234414726	1.6081373691558838		0.6082
31	20:37:57	0	0.1000	0.4509959146854984	1.5371932983398438		0.6138
32	20:38:27	0	0.1000	0.4244638455521529	1.5416359901428223		0.6158
33	20:38:54	1	0.1000	0.403850138472144	1.5437157154083252		0.6151
34	20:39:07	2	0.1000	0.3841241656974622	1.6054613590240479		0.6074
35	20:39:20	0	0.1000	0.37908682492887896	1.5210524797439575		0.6167
36	20:39:38	0	0.1000	0.3564589668041582	1.5323829650878906		0.6196
37	20:39:58	0	0.1000	0.33525221885009937	1.5731887817382812		0.622
38	20:40:16	1	0.1000	0.33921714601623026	1.60923433303833		0.6193
39	20:40:29	2	0.1000	0.3090294617566334	1.637119174003601		0.6142
40	20:40:43	3	0.1000	0.30110374757438707	1.5864613056182861		0.6192
41	20:40:56	0	0.1000	0.29230600196844453	1.6020385026931763		0.623
42	20:41:22	0	0.1000	0.2737265330780843	1.6156916618347168		0.6241
43	20:41:41	1	0.1000	0.2569078382128363	1.719688892364502		0.6145
44	20:41:54	2	0.1000	0.2549917275074181	1.621800184249878		0.6204
45	20:42:07	3	0.1000	0.25589533615264165	1.6112228631973267		0.6218
46	20:42:21	4	0.1000	0.23934114634231396	1.6536357402801514		0.623
47	20:42:34	0	0.0500	0.21094682020176747	1.6415547132492065		0.6267
48	20:42:56	1	0.0500	0.19996675032718925	1.6814743280410767		0.6234
49	20:43:09	2	0.0500	0.1968597298974444	1.6825494766235352		0.6248
50	20:43:23	3	0.0500	0.18878751656242237	1.6816684007644653		0.6251
51	20:43:36	4	0.0500	0.18730296574200794	1.7234545946121216		0.6204
52	20:43:49	1	0.0250	0.17837833670104386	1.696736216545105		0.6245
53	20:44:02	2	0.0250	0.17655511243138344	1.7000746726989746		0.624
54	20:44:16	3	0.0250	0.17265009097043116	1.6993216276168823		0.6249
55	20:44:30	4	0.0250	0.17007660443425937	1.7181700468063354		0.625
56	20:44:43	1	0.0125	0.16812599751694945	1.7066463232040405		0.6242
57	20:44:56	2	0.0125	0.16544322465445585	1.7015565633773804		0.6257
58	20:45:10	3	0.0125	0.16763023410443287	1.7153464555740356		0.6251
59	20:45:23	4	0.0125	0.16656995137595826	1.713179588317871		0.6245
60	20:45:36	1	0.0063	0.1645971668326551	1.7088778018951416		0.6245
61	20:45:49	2	0.0063	0.16434206272576266	1.7163803577423096		0.6251
62	20:46:03	3	0.0063	0.15890215719296674	1.7146259546279907		0.625
63	20:46:16	4	0.0063	0.16069566819128717	1.7091675996780396		0.6247
64	20:46:29	1	0.0031	0.16213012747703845	1.7078790664672852		0.6245
65	20:46:43	2	0.0031	0.15869016845704645	1.711859941482544		0.625
66	20:46:57	3	0.0031	0.16104065266194617	1.7136270999908447		0.6252
67	20:47:10	4	0.0031	0.15826650011311671	1.7164864540100098		0.625
68	20:47:23	1	0.0016	0.15988687990577358	1.7165489196777344		0.6248
69	20:47:37	2	0.0016	0.15795207052094162	1.7135618925094604		0.6242
70	20:47:50	3	0.0016	0.15574425140953368	1.7158559560775757		0.624
71	20:48:03	4	0.0016	0.15516432775718392	1.7179677486419678		0.6242
72	20:48:17	1	0.0008	0.1580571371373857	1.7179980278015137		0.6241
